ID,Zimmer,Quadratmet,Preis,PLZ,Adresse,AdressePLZ,City,Canton,Country,result_num,osm_id,display_na,category,type,latlong,id_2,adr_inter,adresse_2,adrzus_int,behindertenparkplatz,bemerkung,ccmail,da,datum,datum_cms,dep,editor,erforderlichedokumente,fax,hausnummer,hindernisfreiheit,infrastruktur,isbetriebsferien_gebaeude,isbetriebsferien_schalter,kategorie,mail,name,namenzus,objectid,oeffnungszeiten_gebaeude_di,oeffnungszeiten_gebaeude_do,oeffnungszeiten_gebaeude_fr,oeffnungszeiten_gebaeude_mi,oeffnungszeiten_gebaeude_mo,oeffnungszeiten_gebaeude_sa,oeffnungszeiten_gebaeude_so,oeffnungszeiten_schalter_di,oeffnungszeiten_schalter_do,oeffnungszeiten_schalter_fr,oeffnungszeiten_schalter_mi,oeffnungszeiten_schalter_mo,oeffnungszeiten_schalter_sa,oeffnungszeiten_schalter_so,ort,plz_2,poi_id,postadresse,publish_internet,strasse,suchen,tel,tel2,www,zahlungsmittel_internet,zahlungsmittel_schalter,zahlungsmittel_telefon,zvv_label,zvv_link,einheit,schulkreis,n,distance,feature_x,feature_y,nearest_x,nearest_y
"117","3.5","95","2860","8050",Kuehriedweg 28,"Kuehriedweg 28, 8050",Zurich,Zurich,Switzerland,"0","1867650592","26,28, Kühriedweg, Oerlikon, Kreis 11, Zürich, Bezirk Zürich, Zürich, 8050, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.409422,8.5577531","6",,Apfelbaumstrasse 31,,,,,Schulamt,"202208221212",,Schul- und Sportdepartement (SSD),ssdbr9s9,,+41 44 413 28 29,"31",,,,,Volksschule,,Apfelbaum,,50,,,,,,,,,,,,,,,Zürich,"8050",vo208,,"1",Apfelbaumstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 28 28,,https://www.stadt-zuerich.ch/schulen/de/apfelbaum.html,,,,"Zürich, Friedackerstrasse",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.4066086047733&tolon=8.555668061687975&toname=Zürich%2C+Apfelbaumstrasse+31,Apfelbaum,Glattal,"1",0.00350179792798247,8.5577531,47.409422,8.55566806167083,47.4066086027841
"118","3.5","64","3700","8005",Heinrichstrasse 83,"Heinrichstrasse 83, 8005",Zurich,Zurich,Switzerland,"0","123722256","83, Heinrichstrasse, Gewerbeschule, Industriequartier, Zürich, Bezirk Zürich, Zürich, 8005, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.38483995,8.529537566401077","100",,Limmatstrasse 176,,,,,Schulamt,"202205061413",,Schul- und Sportdepartement (SSD),ssdbn7qj,,,"176",,,,,Volksschule,,Kornhaus,,264,,,,,,,,,,,,,,,Zürich,"8005",vo262,,"1",Limmatstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 33 00,,https://www.stadt-zuerich.ch/schulen/de/kornhaus.html,,,,"Zürich, Quellenstrasse",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.38616402665741&tolon=8.530032114711858&toname=Zürich%2C+Limmatstrasse+176,Kornhaus,Limmattal,"1",0.00141341845770475,8.52953756640108,47.38483995,8.53003211469511,47.3861640246661
"119","3.5","73","4450","8004",Badenerstrasse 250,"Badenerstrasse 250, 8004",Zurich,Zurich,Switzerland,"0","337559995","250, Badenerstrasse, Hard, Kreis 4, Zürich, Bezirk Zürich, Zürich, 8004, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.37598625,8.516006059479","84",,Aemtlerstrasse 101,,,,,Schulamt,"201807311228",,Schul- und Sportdepartement (SSD),dbo,,+41 44 413 01 36,"101",,,,,Volksschule,,Aemtler B,,248,,,,,,,,,,,,,,,Zürich,"8003",vo016,,"1",Aemtlerstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 01 40,,https://www.stadt-zuerich.ch/schulen/de/aemtler_b.html,,,,"Zürich, Bertastrasse",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.37440243096439&tolon=8.512700268653354&toname=Zürich%2C+Aemtlerstrasse+101,Aemtler B,Limmattal,"1",0.00366561620204724,8.516006059479,47.37598625,8.51270026863688,47.3744024289719
"120","3.5","81","4140","8052",Schaffhauserstrasse 453,"Schaffhauserstrasse 453, 8052",Zurich,Zurich,Switzerland,"0","11071563842","Smart Beauty, 453, Schaffhauserstrasse, Seebach, Kreis 11, Zürich, Bezirk Zürich, Zürich, 8052, Schweiz/Suisse/Svizzera/Svizra",shop,beauty,"47.4179846,8.54619","68",,Höhenring 36,,,,,Schulamt,"202209080928",,Schul- und Sportdepartement (SSD),ssdbn7qj,,+41 44 413 22 11,"36",,,,,Volksschule,,Buhn,,232,,,,,,,,,,,,,,,Zürich,"8052",vo218,,"1",Höhenring,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 22 10,,https://www.stadt-zuerich.ch/schulen/de/buhn.html,,,,"Zürich, Seebacherplatz",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.42076846676189&tolon=8.545371987695951&toname=Zürich%2C+Höhenring+36,Buhn,Glattal,"1",0.00290155944928576,8.54619,47.4179846,8.54537198767896,47.4207684647741
"121","3.5","110","3640","8049",Winzerhalde 109,"Winzerhalde 109, 8049",Zurich,Zurich,Switzerland,"0","31343722","109, Winzerhalde, Höngg, Kreis 10, Zürich, Bezirk Zürich, Zürich, 8064, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.403495199999995,8.482883305176024","18",,Imbisbühlstrasse 79,,,,,Schulamt,"201807311228",,Schul- und Sportdepartement (SSD),dbo,,+41 44 413 01 91,"79",,,,,Volksschule,,Pünten,,62,,,,,,,,,,,,,,,Zürich,"8049",vo291,,"1",Imbisbühlstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 01 90,,https://www.stadt-zuerich.ch/schulen/de/riedhof.html,,,,"Zürich, Wartau",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.4044627065971&tolon=8.488835466315345&toname=Zürich%2C+Imbisbühlstrasse+79,Riedhof - Pünten,Waidberg,"1",0.00603028085602622,8.48288330517602,47.4034952,8.48883546629923,47.4044627046077
"122","3.5","116","4530","8057",Allenmoosstrasse 50,"Allenmoosstrasse 50, 8057",Zurich,Zurich,Switzerland,"0","13870750","Allenmoosstrasse, Oerlikon, Kreis 11, Zürich, Bezirk Zürich, Zürich, 8057, Schweiz/Suisse/Svizzera/Svizra",highway,residential,"47.4052157,8.5455318","91",,Ligusterstrasse 20,,,,,Schulamt,"201807311228",,Schul- und Sportdepartement (SSD),dbo,,+41 44 413 25 79,"20",,,,,Volksschule,,Liguster,,255,,,,,,,,,,,,,,,Zürich,"8057",vo271,,"1",Ligusterstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 25 70,,https://www.stadt-zuerich.ch/schulen/de/liguster.html,,,,"Zürich, Salersteig",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.406287790277524&tolon=8.54449340016803&toname=Zürich%2C+Ligusterstrasse+20,Liguster,Glattal,"1",0.00149253058396556,8.5455318,47.4052157,8.54449340015106,47.4062877882882
"123","3.5","154","6990","8004",Gruengasse 37,"Gruengasse 37, 8004",Zurich,Zurich,Switzerland,"0","791081531","37, Grüngasse, Werd, Kreis 4, Zürich, Bezirk Zürich, Zürich, 8004, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.37379975,8.523896048076063","23",,Kernstrasse 45,,,,,Schulamt,"201808151604",,Schul- und Sportdepartement (SSD),ssdbkuwj,,+41 43 322 25 71,"45",,,,,Volksschule,,Kern,,67,,,,,,,,,,,,,,,Zürich,"8004",vo260,,"1",Kernstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 21 00,,https://www.stadt-zuerich.ch/schulen/de/aussersihl.html,,,,"Zürich, Helvetiaplatz",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.377403978323926&tolon=8.525134392721077&toname=Zürich%2C+Kernstrasse+45,Aussersihl,Limmattal,"1",0.00381102937132585,8.52389604807606,47.37379975,8.52513439270441,47.3774039763318
"124","3.5","67","4450","8049",Am Wasser,"Am Wasser, 8049",Zurich,Zurich,Switzerland,"0","108335698","Am Wasser, Höngg, Kreis 10, Zürich, Bezirk Zürich, Zürich, 8049, Schweiz/Suisse/Svizzera/Svizra",highway,tertiary,"47.3957499,8.5064953","5",,Am Wasser 55a,,,,,Schulamt,"202010291446",,Schul- und Sportdepartement (SSD),ssdbmxv3,,,55a,,,,,Volksschule,,Am Wasser,,49,,,,,,,,,,,,,,,Zürich,"8049",vo207,,"1",Am Wasser,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 31 95,,https://www.stadt-zuerich.ch/schulen/de/amwasser.html,,,,,https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.39573448732283&tolon=8.50483941862199&toname=Zürich%2C+Am Wasser+55a,Am Wasser,Waidberg,"1",0.00165595314069885,8.5064953,47.3957499,8.50483941860563,47.3957344853325
"125","3.5","122","7180","8002",Waffenplatzstrasse 63,"Waffenplatzstrasse 63, 8002",Zurich,Zurich,Switzerland,"0","149868464","63, Waffenplatzstrasse, Enge, Kreis 2, Zürich, Bezirk Zürich, Zürich, 8002, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.358315899999994,8.527189997147826","119",,Schulhausstrasse 21,,,,,Schulamt,"202302141418",,Schul- und Sportdepartement (SSD),ssdefi,,+41 44 413 18 41,"21",,,,,Volksschule,,Gabler,,283,,,,,,,,,,,,,,,Zürich,"8002",vo232,,"1",Schulhausstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 18 40,,https://www.stadt-zuerich.ch/schulen/de/gabler.html,,,,"Zürich, Museum Rietberg",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.360508484861825&tolon=8.529752707673703&toname=Zürich%2C+Schulhausstrasse+21,Gabler,Uto,"1",0.00337267027539405,8.52718999714783,47.3583159,8.52975270765698,47.3605084828679
"126","3.5","89","3300","8047",Freilagerstrasse 11,"Freilagerstrasse 11, 8047",Zurich,Zurich,Switzerland,"0","51071030","11, Freilagerstrasse, Albisrieden, Kreis 9, Zürich, Bezirk Zürich, Zürich, 8047, Schweiz/Suisse/Svizzera/Svizra",building,construction,"47.37840610000001,8.491705061336912","47",,Flurstrasse 120,,,,,Schulamt,"202310111331",,Schul- und Sportdepartement (SSD),ssdbacif,,,"120",,,,,Volksschule,,Freilager,,211,,,,,,,,,,,,,,,Zürich,"8047",vo038,,"1",Flurstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 36 62,,https://www.stadt-zuerich.ch/schulen/de/freilager.html,,,,"Zürich, Siemens",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.37897769112066&tolon=8.487551362654402&toname=Zürich%2C+Flurstrasse+120,Freilager,Letzi,"1",0.00419284235462433,8.49170506133691,47.3784061,8.48755136263831,47.3789776891287
"127","3.5","87","4230","8047",Untermoosstrasse 1A,"Untermoosstrasse 1A, 8047",Zurich,Zurich,Switzerland,"0","52403843","1a, Untermoosstrasse, Albisrieden, Kreis 9, Zürich, Bezirk Zürich, Zürich, 8047, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.377963449999996,8.482591074653744","3",,Altstetterstrasse 248,,,,,Schulamt,"202305220746",,Schul- und Sportdepartement (SSD),ssdklc,,,"248",,,,,Volksschule,,Untermoos,,47,,,,,,,,,,,,,,,Zürich,"8048",vo311,,"1",Altstetterstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 08 60,,https://www.stadt-zuerich.ch/schulen/de/untermoos.html,,,,"Zürich, Untermoosstrasse",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.380528564690984&tolon=8.482303017549338&toname=Zürich%2C+Altstetterstrasse+248,Untermoos,Letzi,"1",0.00258123615034767,8.48259107465374,47.37796345,8.48230301753333,47.3805285626991
"128","3.5","76","3880","8048",Herrligweg 9,"Herrligweg 9, 8048",Zurich,Zurich,Switzerland,"0","317341620","9, Herrligweg, Werdwies, Altstetten, Kreis 9, Zürich, Bezirk Zürich, Zürich, 8048, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.38988175,8.48447437970381","10",,Badenerstrasse 724,,,,,Schulamt,"202206091625",,Schul- und Sportdepartement (SSD),ssdiha,,+41 44 413 05 31,"724",,,,,Volksschule,,Im Herrlig,,54,,,,,,,,,,,,,,,Zürich,"8048",vo252,,"1",Badenerstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 05 30,,https://www.stadt-zuerich.ch/schulen/de/imherrlig.html,,,,"Zürich, Bachmattstrasse",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.38978333224087&tolon=8.481763545009079&toname=Zürich%2C+Badenerstrasse+724,Im Herrlig,Letzi,"1",0.00271262073945411,8.48447437970381,47.38988175,8.48176354499308,47.3897833302499
"129","3.5","108","4230","8037",Hoenggerstrasse 24,"Hoenggerstrasse 24, 8037",Zurich,Zurich,Switzerland,"0","90644038","24, Hönggerstrasse, Wipkingen, Kreis 10, Zürich, Bezirk Zürich, Zürich, 8037, Schweiz/Suisse/Svizzera/Svizra",building,office,"47.3915652,8.525935153675299","108",,Nordstrasse 270,,,,,Schulamt,"202207191423",,Schul- und Sportdepartement (SSD),ssdbn7qj,,+41 44 413 14 61,"270",,,,,Volksschule,,Nordstrasse,Primarschule,272,,,,,,,,,,,,,,,Zürich,"8037",vo285,,"1",Nordstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 14 60,,https://www.stadt-zuerich.ch/schulen/de/nordstrasse.html,,,,"Zürich, Rosengartenstrasse",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.39494997081753&tolon=8.526194045101933&toname=Zürich%2C+Nordstrasse+270,Nordstrasse,Waidberg,"1",0.00339465532496608,8.5259351536753,47.3915652,8.52619404508525,47.3949499688271
"130","3.5","84","5710","8037",Rosengartenstrasse 55,"Rosengartenstrasse 55, 8037",Zurich,Zurich,Switzerland,"0","90250743","55, Rosengartenstrasse, Wipkingen, Kreis 10, Zürich, Bezirk Zürich, Zürich, 8037, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.39586895,8.52916275991669","80",,Weihersteig 7,,,,,Schulamt,"201807311228",,Schul- und Sportdepartement (SSD),dbo,,+41 44 413 06 01,"7",,,,,Volksschule,,Waidhalde,,244,,,,,,,,,,,,,,,Zürich,"8037",vo314,,"1",Weihersteig,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 06 00,,https://www.stadt-zuerich.ch/schulen/de/waidhalde.html,,,,"Zürich, Weihersteig",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.397030728773764&tolon=8.527085148196575&toname=Zürich%2C+Weihersteig+7,Waidhalde,Waidberg,"1",0.00238037724402594,8.52916275991669,47.39586895,8.52708514817988,47.3970307267836
"131","3.5","98","4860","8037",Rosengartenstrasse 55,"Rosengartenstrasse 55, 8037",Zurich,Zurich,Switzerland,"0","90250743","55, Rosengartenstrasse, Wipkingen, Kreis 10, Zürich, Bezirk Zürich, Zürich, 8037, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.39586895,8.52916275991669","80",,Weihersteig 7,,,,,Schulamt,"201807311228",,Schul- und Sportdepartement (SSD),dbo,,+41 44 413 06 01,"7",,,,,Volksschule,,Waidhalde,,244,,,,,,,,,,,,,,,Zürich,"8037",vo314,,"1",Weihersteig,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 06 00,,https://www.stadt-zuerich.ch/schulen/de/waidhalde.html,,,,"Zürich, Weihersteig",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.397030728773764&tolon=8.527085148196575&toname=Zürich%2C+Weihersteig+7,Waidhalde,Waidberg,"1",0.00238037724402594,8.52916275991669,47.39586895,8.52708514817988,47.3970307267836
"132","3.5","83","3710","8048",Bachmattstrasse 39,"Bachmattstrasse 39, 8048",Zurich,Zurich,Switzerland,"0","52348813","39, Bachmattstrasse, Werdwies, Altstetten, Kreis 9, Zürich, Bezirk Zürich, Zürich, 8048, Schweiz/Suisse/Svizzera/Svizra",building,residential,"47.3901744,8.484398610546876","10",,Badenerstrasse 724,,,,,Schulamt,"202206091625",,Schul- und Sportdepartement (SSD),ssdiha,,+41 44 413 05 31,"724",,,,,Volksschule,,Im Herrlig,,54,,,,,,,,,,,,,,,Zürich,"8048",vo252,,"1",Badenerstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 05 30,,https://www.stadt-zuerich.ch/schulen/de/imherrlig.html,,,,"Zürich, Bachmattstrasse",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.38978333224087&tolon=8.481763545009079&toname=Zürich%2C+Badenerstrasse+724,Im Herrlig,Letzi,"1",0.00266392680496792,8.48439861054688,47.3901744,8.48176354499308,47.3897833302499
"133","3.5","94","4090","8037",Hoenggerstrasse 24,"Hoenggerstrasse 24, 8037",Zurich,Zurich,Switzerland,"0","90644038","24, Hönggerstrasse, Wipkingen, Kreis 10, Zürich, Bezirk Zürich, Zürich, 8037, Schweiz/Suisse/Svizzera/Svizra",building,office,"47.3915652,8.525935153675299","108",,Nordstrasse 270,,,,,Schulamt,"202207191423",,Schul- und Sportdepartement (SSD),ssdbn7qj,,+41 44 413 14 61,"270",,,,,Volksschule,,Nordstrasse,Primarschule,272,,,,,,,,,,,,,,,Zürich,"8037",vo285,,"1",Nordstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 14 60,,https://www.stadt-zuerich.ch/schulen/de/nordstrasse.html,,,,"Zürich, Rosengartenstrasse",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.39494997081753&tolon=8.526194045101933&toname=Zürich%2C+Nordstrasse+270,Nordstrasse,Waidberg,"1",0.00339465532496608,8.5259351536753,47.3915652,8.52619404508525,47.3949499688271
"134","3.5","97","3420","8053",Lehfrauenweg 5,"Lehfrauenweg 5, 8053",Zurich,Zurich,Switzerland,"0","140912546","5, Lehfrauenweg, Witikon, Kreis 7, Zürich, Bezirk Zürich, Zürich, 8053, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.359161400000005,8.58986191576877","59",,Heilighüsli 19,,,,,Schulamt,"202203071149",,Schul- und Sportdepartement (SSD),ssdkbe,,+41 44 413 13 01,"19",,,,,Volksschule,,Langmatt,Primarschule,223,,,,,,,,,,,,,,,Zürich,"8053",vo266,,"1",Heilighüsli,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 13 00,,https://www.stadt-zuerich.ch/schulen/de/langmatt.html,,,,"Zürich, Carl-Spitteler-Str.",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.35672686925815&tolon=8.586658013646595&toname=Zürich%2C+Heilighüsli+19,Langmatt,Zürichberg,"1",0.00402392079501213,8.58986191576877,47.3591614,8.58665801362899,47.3567268672639
"135","3.5","157","5580","8032",Freiestrasse 122,"Freiestrasse 122, 8032",Zurich,Zurich,Switzerland,"0","111861763","122, Freiestrasse, Hottingen, Kreis 7, Zürich, Bezirk Zürich, Zürich, 8032, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.36525985,8.559875479864015","48",,Freiestrasse 160,,,,,Schulamt,"202302031055",,Schul- und Sportdepartement (SSD),ssdkbe,,,"160",,,,,Volksschule,,Freiestrasse,,212,,,,,,,,,,,,,,,Zürich,"8032",vo241,,"1",Freiestrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 14 20,,https://www.stadt-zuerich.ch/schulen/de/hirslanden_primar.html,,,,"Zürich, Freiestrasse",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.36314638636559&tolon=8.562738158866305&toname=Zürich%2C+Freiestrasse+160,Hirslanden Primar,Zürichberg,"1",0.00355832375315442,8.55987547986402,47.36525985,8.56273815884907,47.363146384372
"136","3.5","135","4080","8002",Freigutstrasse 5,"Freigutstrasse 5, 8002",Zurich,Zurich,Switzerland,"0","2809086440","5, Freigutstrasse, Enge, Kreis 2, Zürich, Bezirk Zürich, Zürich, 8002, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.3669512,8.5324807","13",,Basteiplatz 11,,,,,Schulamt,"202206091626",,Schul- und Sportdepartement (SSD),ssdiha,,,"11",,,,,Volksschule,,Schanzengraben,,57,,,,,,,,,,,,,,,Zürich,"8001",vo298,,"1",Basteiplatz,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 32 40,,https://www.stadt-zuerich.ch/schulen/de/hirschengraben.html,,,,"Zürich, Brandschenkestrasse",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.37015459344404&tolon=8.535216328227765&toname=Zürich%2C+Basteiplatz+11,Hirschengraben - Schanzengraben,Zürichberg,"1",0.00421252637948224,8.5324807,47.3669512,8.53521632821095,47.3701545914512
"137","3.5","119","8450","8008",Geranienstrasse 14,"Geranienstrasse 14, 8008",Zurich,Zurich,Switzerland,"0","3551373047","14, Geranienstrasse, Mühlebach, Kreis 8, Zürich, Bezirk Zürich, Zürich, 8008, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.3552193,8.5587956","104",,Mühlebachstrasse 180,,,,,Schulamt,"202302031058",,Schul- und Sportdepartement (SSD),ssdkbe,,+41 44 413 03 41,"180",,,,,Volksschule,,Münchhalde,,268,,,,,,,,,,,,,,,Zürich,"8008",vo029,,"1",Mühlebachstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 03 40,,https://www.stadt-zuerich.ch/schulen/de/kartaus.html,,,,"Zürich, Fröhlichstrasse",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.35590672684691&tolon=8.55909186822156&toname=Zürich%2C+Mühlebachstrasse+180,Kartaus-Münchhalde,Zürichberg,"1",0.000748550450484685,8.5587956,47.3552193,8.55909186820438,47.3559067248526
"138","3.5","95","9740","8008",Baurstrasse 29,"Baurstrasse 29, 8008",Zurich,Zurich,Switzerland,"0","101311250","29, Baurstrasse, Seefeld, Kreis 8, Zürich, Bezirk Zürich, Zürich, 8008, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.355919150000005,8.554487800000011","124",,Seefeldstrasse 131,,,,,Schulamt,"201807311228",,Schul- und Sportdepartement (SSD),dbo,,,"131",,,,,Volksschule,,Seefeld,Primarschule,288,,,,,,,,,,,,,,,Zürich,"8008",vo302,,"1",Seefeldstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 15 20,,https://www.stadt-zuerich.ch/schulen/de/riesbach.html,,,,"Zürich, Höschgasse",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.35720302456865&tolon=8.555608645985947&toname=Zürich%2C+Seefeldstrasse+131,Riesbach,Zürichberg,"1",0.00170429588784181,8.55448780000001,47.35591915,8.55560864596882,47.3572030225745
"139","3.5","103","5170","8003",Rotachstrasse 22,"Rotachstrasse 22, 8003",Zurich,Zurich,Switzerland,"0","814243414","22, Rotachstrasse, Alt-Wiedikon, Kreis 3, Zürich, Bezirk Zürich, Zürich, 8003, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.37029725,8.515959470875757","31",,Bühlstrasse 6,,,,,Schulamt,"202307120816",,Schul- und Sportdepartement (SSD),ssdklv,,,"6",,,,,Volksschule,,Bühl,,195,,,,,,,,,,,,,,,Zürich,"8055",vo217,,"1",Bühlstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 02 55,,https://www.stadt-zuerich.ch/schulen/de/buehl.html,,,,"Zürich, Goldbrunnenplatz",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.36816015499086&tolon=8.516368231691176&toname=Zürich%2C+Bühlstrasse+6,Bühl,Uto,"1",0.00217583753705712,8.51595947087576,47.37029725,8.51636823167465,47.3681601529978
"140","3.5","68","2680","8004",Ankerstrasse 116,"Ankerstrasse 116, 8004",Zurich,Zurich,Switzerland,"0","936942696","116, Ankerstrasse, Langstrasse, Kreis 4, Zürich, Bezirk Zürich, Zürich, 8004, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.3764826,8.5283766","23",,Kernstrasse 45,,,,,Schulamt,"201808151604",,Schul- und Sportdepartement (SSD),ssdbkuwj,,+41 43 322 25 71,"45",,,,,Volksschule,,Kern,,67,,,,,,,,,,,,,,,Zürich,"8004",vo260,,"1",Kernstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 21 00,,https://www.stadt-zuerich.ch/schulen/de/aussersihl.html,,,,"Zürich, Helvetiaplatz",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.377403978323926&tolon=8.525134392721077&toname=Zürich%2C+Kernstrasse+45,Aussersihl,Limmattal,"1",0.00337058488875417,8.5283766,47.3764826,8.52513439270441,47.3774039763318
"141","3.5","124","5020","8048",Hohlstrasse,"Hohlstrasse, 8048",Zurich,Zurich,Switzerland,"0","1163557155","Hohlstrasse, Altstetten, Kreis 9, Zürich, Bezirk Zürich, Zürich, 8048, Schweiz/Suisse/Svizzera/Svizra",highway,tertiary,"47.3877811,8.4992397","106",,Mürtschenstrasse 39,,,,,Schulamt,"202301171510",,Schul- und Sportdepartement (SSD),ssdklc,,,"39",,,,,Volksschule,,Kappeli Sekundar,,270,,,,,,,,,,,,,,,Zürich,"8048",vo024,,"1",Mürtschenstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 35 80,,https://www.stadt-zuerich.ch/schulen/de/kappeli_sek.html,,,,,https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.38723916752133&tolon=8.49485680175994&toname=Zürich%2C+Mürtschenstrasse+39,Kappeli Sekundar,Letzi,"1",0.00441627559084515,8.4992397,47.3877811,8.49485680174374,47.3872391655302
"142","3.5","100","3110","8048",Badenerstrasse 696,"Badenerstrasse 696, 8048",Zurich,Zurich,Switzerland,"0","52348806","696, Badenerstrasse, Altstetten, Kreis 9, Zürich, Bezirk Zürich, Zürich, 8048, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.3892599,8.484187517440077","10",,Badenerstrasse 724,,,,,Schulamt,"202206091625",,Schul- und Sportdepartement (SSD),ssdiha,,+41 44 413 05 31,"724",,,,,Volksschule,,Im Herrlig,,54,,,,,,,,,,,,,,,Zürich,"8048",vo252,,"1",Badenerstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 05 30,,https://www.stadt-zuerich.ch/schulen/de/imherrlig.html,,,,"Zürich, Bachmattstrasse",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.38978333224087&tolon=8.481763545009079&toname=Zürich%2C+Badenerstrasse+724,Im Herrlig,Letzi,"1",0.00247984306970573,8.48418751744008,47.3892599,8.48176354499308,47.3897833302499
